,u1_id,u2_id,u1_willing,u2_willing,similarity
1001,1151,2022,0,0,9
1002,1153,1753,1,0,15
1003,1155,2599,0,0,11
1004,1156,3811,0,1,8
1005,1157,3131,0,0,12
1006,80,1158,0,0,11
1007,1159,1277,0,1,12
1008,1160,1188,0,0,3
1009,1161,1484,1,0,6
1010,1162,1430,0,0,18
1011,1163,3809,1,0,14
1012,885,1164,0,1,5
1013,1165,2175,1,0,7
1014,1166,3378,0,0,7
1015,443,1167,0,1,13
1016,1168,2740,1,0,15
1017,236,1169,0,1,6
1018,1171,3071,0,0,11
1019,1172,1391,0,0,0
1020,302,1173,0,0,10
1021,1174,3075,0,0,4
1022,206,1175,1,0,10
1023,1176,2426,0,0,7
1024,1177,2651,0,0,6
1025,1178,3850,1,1,8
1026,1179,1789,1,0,11
1027,1021,1180,0,0,7
1028,1181,2330,1,0,3
1029,1182,2856,1,1,11
1030,1183,3298,0,0,9
1031,283,1184,0,0,9
1032,1186,1830,0,0,5
1033,425,1187,1,0,9
1034,1189,3611,1,0,10
1035,1193,3003,0,1,14
1036,1194,1538,1,1,7
1037,1195,1343,0,0,9
1038,1198,1251,0,0,8
1039,1033,1199,0,0,9
1040,808,1200,0,0,12
1041,1201,3308,0,1,0
1042,575,1202,0,0,10
1043,1203,3413,0,1,5
1044,1204,1473,0,0,7
1045,1207,1858,0,0,4
1046,900,1208,0,0,6
1047,1209,1685,1,0,11
1048,1210,1768,0,1,7
1049,1213,1481,0,0,9
1050,1214,1378,0,0,7
1051,1215,1797,0,0,7
1052,551,1216,0,0,11
1053,1218,3054,0,0,12
1054,1219,3094,0,0,9
1055,1221,1357,0,1,7
1056,1222,1858,0,0,5
1057,1223,2843,0,1,10
1058,149,1224,0,0,13
1059,214,1226,0,1,2
1060,1227,1357,0,0,11
1061,1229,2973,1,0,13
1062,1113,1230,0,0,8
1063,1037,1233,0,0,4
1064,1234,3709,1,1,2
1065,707,1235,1,0,11
1066,795,1236,0,1,8
1067,1237,3550,0,0,6
1068,1238,3296,0,0,3
1069,1240,1413,0,1,6
1070,971,1241,0,0,7
1071,495,1242,0,0,9
1072,1244,3063,0,0,13
1073,1245,3786,1,1,12
1074,1246,3001,0,0,8
1075,1247,1856,1,0,9
1076,484,1248,1,0,3
1077,1249,2782,1,0,2
1078,1250,2649,1,0,7
1079,1252,1282,1,0,10
1080,396,1253,0,1,13
1081,1254,1624,1,0,4
1082,1086,1255,0,1,12
1083,1256,2043,0,1,4
1084,1257,1518,0,0,11
1085,1258,2753,1,1,11
1086,1013,1259,0,0,8
1087,1260,2448,1,0,10
1088,1261,2013,0,0,10
1089,738,1263,0,0,5
1090,1264,2546,1,0,12
1091,1265,1324,1,0,5
1092,1266,3177,0,0,7
1093,1267,3466,0,0,7
1094,1268,2557,0,0,9
1095,1269,2543,0,0,11
1096,1270,3844,0,0,10
1097,941,1272,0,0,14
1098,563,1273,0,0,11
1099,1274,1300,0,0,12
1100,1275,1776,1,1,14
1101,1276,2426,1,0,9
1102,1278,3597,0,0,16
1103,1279,1519,0,0,10
1104,1062,1280,0,0,6
1105,1281,1563,0,0,4
1106,1283,2292,1,0,3
1107,1284,3799,0,0,6
1108,1286,1450,0,0,7
1109,1288,2188,1,0,9
1110,1290,2503,1,1,4
1111,1292,1924,1,0,3
1112,1293,3572,0,0,8
1113,1294,2891,0,1,8
1114,1296,3096,1,0,5
1115,1297,1335,0,0,9
1116,1298,2195,1,0,12
1117,1300,3023,0,0,14
1118,562,1302,0,1,8
1119,846,1303,0,1,14
1120,1304,1326,0,1,4
1121,1118,1305,1,0,6
1122,25,1306,0,1,8
1123,1015,1307,1,1,8
1124,1308,3563,0,1,11
1125,1310,3809,1,1,16
1126,1311,2711,0,1,7
1127,764,1312,0,0,0
1128,1314,1505,1,0,0
1129,1135,1315,0,1,14
1130,1113,1316,0,0,9
1131,1317,3184,1,0,10
1132,148,1319,1,0,9
1133,1321,1753,0,0,9
1134,31,1323,0,0,6
1135,1325,2823,0,0,12
1136,971,1327,0,0,6
1137,1329,3330,0,0,12
1138,1331,2781,0,1,14
1139,1332,2426,1,1,9
1140,1308,1337,0,0,8
1141,83,1338,0,0,14
1142,1015,1340,1,0,6
1143,27,1342,0,1,7
1144,922,1344,0,0,10
1145,188,1348,0,0,9
1146,226,1349,0,0,12
1147,497,1351,0,1,2
1148,1353,2772,0,0,11
1149,386,1354,1,0,4
1150,956,1356,0,0,4
1151,1358,3086,0,0,13
1152,1360,2536,0,1,8
1153,1361,2226,0,0,11
1154,777,1362,0,0,10
1155,1363,1411,0,0,9
1156,1364,3189,0,0,2
1157,1365,1661,0,0,6
1158,1094,1366,0,0,9
1159,1367,2638,1,1,4
1160,1371,3612,1,0,11
1161,172,1372,0,0,13
1162,1373,1480,0,0,9
1163,1375,3250,0,0,14
1164,897,1376,0,0,4
1165,1343,1377,0,0,8
1166,837,1379,0,0,12
1167,1380,2026,0,0,8
1168,1381,1494,0,0,4
1169,1382,2226,1,1,9
1170,1384,1718,0,0,11
1171,1386,1891,0,0,5
1172,1389,3809,0,1,11
1173,1390,2748,0,0,9
1174,1392,2641,0,0,0
1175,1395,3828,0,0,7
1176,1396,2888,0,0,10
1177,1399,3841,0,1,7
1178,580,1401,0,0,8
1179,1258,1403,0,0,8
1180,1404,2410,0,1,10
1181,1406,3634,0,0,6
1182,1407,1457,1,0,12
1183,1409,3757,1,1,12
1184,1214,1410,0,0,6
1185,1411,3444,0,0,8
1186,938,1414,1,0,6
1187,1415,3502,1,0,8
1188,1418,3241,0,0,2
1189,1307,1420,0,0,10
1190,594,1421,0,0,12
1191,1422,3495,0,0,4
1192,1424,3666,0,0,6
1193,1426,1606,1,0,7
1194,1373,1427,1,0,10
1195,1429,3044,0,0,7
1196,1431,2519,0,0,13
1197,1433,2215,0,0,15
1198,1434,3127,1,1,1
1199,673,1435,1,0,9
1200,1437,3640,1,0,11
1201,699,1440,0,0,7
1202,1441,1736,0,0,12
1203,880,1442,0,0,12
1204,818,1443,0,0,10
1205,32,1444,0,0,5
1206,1446,3289,0,0,1
1207,84,1447,0,0,8
1208,1448,3087,0,1,9
1209,1451,3750,0,0,8
1210,1452,2546,0,1,10
1211,1358,1453,0,1,9
1212,1454,2622,1,0,14
1213,1455,1719,0,0,10
1214,1456,3399,0,0,5
1215,1459,1776,0,1,9
1216,1460,2465,0,0,7
1217,1316,1462,0,0,12
1218,1463,3551,0,0,12
1219,1464,2655,0,0,8
1220,1364,1465,0,1,4
1221,207,1466,0,0,11
1222,196,1467,1,0,7
1223,1468,2809,1,0,3
1224,1469,2493,0,0,10
1225,1470,3559,0,0,14
1226,1417,1471,0,0,4
1227,1286,1472,0,0,4
1228,413,1475,0,0,10
1229,1476,2656,1,0,11
1230,1477,1900,0,0,5
1231,817,1478,0,0,5
1232,132,1481,0,0,11
1233,954,1483,1,0,9
1234,1486,2401,0,0,13
1235,153,1487,1,1,9
1236,1488,1632,0,0,5
1237,708,1489,0,1,1
1238,1289,1490,0,1,5
1239,1491,2368,0,0,12
1240,1495,2654,1,0,11
1241,39,1496,0,1,13
1242,3,1497,0,0,12
1243,789,1498,1,0,10
1244,1500,3350,0,0,11
1245,1501,1772,0,1,14
1246,1,1502,0,0,3
1247,1282,1503,0,0,4
1248,1504,1686,1,0,11
1249,1505,2426,0,0,11
1250,1506,1772,1,1,15
1251,1507,3700,0,0,9
1252,1508,2846,1,0,1
1253,1074,1509,0,0,7
1254,1002,1510,0,0,9
1255,1114,1511,0,1,6
1256,1315,1512,0,0,10
1257,1513,1757,0,0,0
1258,1514,3461,0,0,12
1259,1515,1894,1,0,6
1260,1069,1516,0,0,11
1261,1517,2214,0,0,12
1262,1518,3730,0,0,9
1263,1198,1521,0,0,10
1264,230,1522,0,0,8
1265,808,1523,0,0,11
1266,1316,1524,0,0,14
1267,1525,2187,0,0,0
1268,55,1527,1,1,7
1269,594,1528,0,0,10
1270,95,1529,0,0,10
1271,417,1530,1,1,7
1272,1532,1639,0,1,9
1273,1533,1681,0,0,9
1274,692,1535,0,1,10
1275,654,1536,0,1,6
1276,878,1537,1,0,4
1277,1539,3271,0,1,5
1278,410,1540,0,0,9
1279,1316,1542,0,0,3
1280,965,1543,1,1,15
1281,159,1544,1,0,10
1282,1545,1863,0,0,9
1283,1314,1546,1,0,1
1284,1548,2157,0,0,8
1285,763,1550,0,0,4
1286,1551,2425,0,0,3
1287,793,1553,1,0,15
1288,592,1555,0,0,7
1289,692,1558,0,0,11
1290,1560,3778,1,1,9
1291,1561,2009,0,0,11
1292,1068,1564,0,0,10
1293,707,1567,1,0,8
1294,62,1568,0,0,6
1295,422,1569,0,1,7
1296,879,1570,0,0,8
1297,620,1572,0,0,6
1298,703,1573,0,0,2
1299,1574,3019,0,0,10
1300,1576,3274,0,0,1
1301,1577,3211,0,0,12
1302,1579,3091,0,1,9
1303,1580,1901,0,0,6
1304,1581,3467,0,1,7
1305,1582,1747,0,0,2
1306,1584,1868,0,0,0
1307,1585,3591,1,0,1
1308,1242,1586,1,0,8
1309,1587,3544,0,0,11
1310,1588,2792,0,0,6
1311,1591,1803,0,0,9
1312,1592,3240,0,0,10
1313,104,1593,1,0,8
1314,1594,3795,0,0,5
1315,1595,3582,1,0,12
1316,1596,2556,0,0,11
1317,1597,2812,0,0,12
1318,1598,2912,0,0,6
1319,1599,1891,0,0,7
1320,146,1600,0,1,9
1321,1601,1687,1,0,9
1322,565,1602,0,0,9
1323,1603,3766,1,0,7
1324,1604,3331,0,1,0
1325,1605,3086,0,0,15
1326,1606,3516,0,0,8
1327,1607,2483,0,0,3
1328,1608,2891,1,0,0
1329,1609,3101,0,1,4
1330,1610,2208,0,0,13
1331,1611,2753,1,1,8
1332,1612,2448,0,0,15
1333,1613,2519,1,0,10
1334,1614,1616,1,0,6
1335,1615,3636,0,0,13
1336,1616,2296,1,0,10
1337,1617,3341,0,0,14
1338,1618,1894,0,0,6
1339,3,1621,0,0,14
1340,351,1622,1,0,8
1341,1623,3693,0,1,8
1342,1625,3717,1,0,3
1343,1626,3721,1,0,12
1344,1627,3245,0,0,2
1345,1628,2086,0,0,7
1346,1629,2007,0,0,10
1347,365,1630,0,0,14
1348,1631,3508,0,0,13
1349,1632,2969,0,0,10
1350,1634,2496,1,0,8
1351,365,1635,0,0,15
1352,1637,2708,0,1,9
1353,1638,3753,1,1,12
1354,1639,1774,0,0,4
1355,1548,1640,0,0,6
1356,1641,1726,0,0,10
1357,1642,2680,1,0,8
1358,5,1643,0,0,5
1359,1644,2115,0,0,7
1360,1645,2006,0,0,5
1361,1646,1927,1,0,9
1362,1647,2368,0,0,8
1363,1648,3654,1,0,10
1364,1649,2773,0,1,5
1365,1495,1650,0,0,8
1366,257,1651,1,0,13
1367,1044,1652,1,0,3
1368,1653,2574,0,0,9
1369,1654,1929,1,1,10
1370,1655,3813,0,0,11
1371,1656,1761,1,1,12
1372,1657,2805,0,1,5
1373,88,1658,0,0,5
1374,1659,3469,0,0,12
1375,1660,3412,1,0,9
1376,1661,2063,0,0,6
1377,1662,3081,0,1,10
1378,1663,2718,0,1,9
1379,1664,3100,0,1,6
1380,298,1665,0,1,2
1381,1666,3020,0,0,9
1382,1667,3828,0,0,8
1383,1668,2283,0,0,5
1384,728,1669,1,0,2
1385,1670,2482,1,0,11
1386,467,1671,1,1,8
1387,1672,3758,1,0,8
1388,1674,3025,0,0,12
1389,684,1675,0,0,12
1390,568,1676,0,0,14
1391,1677,3500,1,0,10
1392,1678,3371,1,0,4
1393,1679,2315,1,1,6
1394,1680,1722,0,1,10
1395,1682,2007,0,0,12
1396,1683,2623,0,0,11
1397,1684,3444,0,0,10
1398,1688,1984,1,0,8
1399,1689,2917,1,0,2
1400,1690,1927,1,0,10
1401,1691,3472,0,0,9
1402,1323,1692,1,0,6
1403,1693,1889,0,1,5
1404,1694,1755,0,1,4
1405,1695,3289,1,0,0
1406,1696,2642,0,0,10
1407,1697,2486,0,0,8
1408,1698,2324,1,0,10
1409,1664,1699,0,0,8
1410,1701,2977,1,0,8
1411,931,1703,0,0,2
1412,1704,1859,0,0,5
1413,1029,1705,0,0,10
1414,1706,3411,0,0,0
1415,1532,1707,0,1,9
1416,1708,3165,0,0,7
1417,152,1711,0,1,6
1418,1579,1712,1,1,0
1419,1713,2332,0,1,1
1420,1714,2890,0,0,16
1421,719,1715,0,1,12
1422,1717,3276,0,0,11
1423,80,1718,0,0,12
1424,1719,3029,0,1,15
1425,1720,1961,0,0,4
1426,1721,2865,1,0,15
1427,1722,2448,1,0,9
1428,1724,2343,0,0,9
1429,1417,1725,0,0,9
1430,1727,3301,0,0,7
1431,1728,3235,1,0,0
1432,1729,3122,0,0,11
1433,1730,3016,1,1,9
1434,1731,1838,1,1,9
1435,1732,3590,0,0,10
1436,1734,2873,1,0,15
1437,1735,3799,0,0,11
1438,1736,2512,0,0,10
1439,1737,2866,1,0,9
1440,1738,2153,1,0,6
1441,1739,2285,0,0,12
1442,1741,1781,0,0,10
1443,1743,3365,0,0,4
1444,1744,2933,0,0,7
1445,1745,2852,0,0,12
1446,1746,2953,1,0,4
1447,1748,2052,1,0,7
1448,1749,3604,0,1,9
1449,1422,1750,0,0,8
1450,1751,2631,0,0,7
1451,1752,3561,0,0,11
1452,1753,3101,0,1,12
1453,1754,3641,0,0,5
1454,1755,2834,1,1,6
1455,1756,2587,1,0,9
1456,1757,2548,0,0,0
1457,1758,3081,0,1,6
1458,1759,1853,0,0,8
1459,935,1760,1,0,0
1460,55,1762,1,0,8
1461,1763,2581,0,0,8
1462,1606,1764,0,0,11
1463,1765,3261,1,0,10
1464,1767,3187,1,0,8
1465,1013,1768,0,1,8
1466,1769,3183,0,0,9
1467,1770,1973,0,1,8
1468,968,1772,1,0,6
1469,918,1773,0,0,6
1470,1774,2885,0,0,6
1471,1775,2825,0,0,12
1472,1135,1776,0,1,16
1473,1777,3180,0,0,8
1474,1778,3351,1,1,9
1475,1779,3463,0,0,14
1476,1780,3229,0,0,8
1477,1782,2500,0,1,10
1478,1784,3401,1,0,11
1479,1785,2679,0,0,5
1480,1786,3477,0,0,7
1481,615,1787,0,0,10
1482,1788,2959,0,0,12
1483,1789,2109,0,0,11
1484,1444,1790,0,0,6
1485,1791,3583,0,0,7
1486,1532,1792,0,0,10
1487,1793,2250,1,0,12
1488,875,1794,0,1,8
1489,1795,3564,0,0,3
1490,1798,3332,1,1,7
1491,1799,3834,1,0,10
1492,1800,3672,0,1,11
1493,1801,3112,0,0,10
1494,1802,3612,0,0,11
1495,1550,1804,0,0,0
1496,1311,1806,1,1,10
1497,1808,3678,0,0,7
1498,1809,1934,0,0,10
1499,1810,2947,1,0,13
1500,1812,3185,1,0,0
1501,1813,2522,1,0,7
1502,254,1814,1,0,11
1503,1815,1923,0,0,11
1504,1816,2207,0,1,12
1505,1817,1960,0,0,2
1506,68,1818,0,0,13
1507,1345,1819,1,1,6
1508,1820,3280,0,1,11
1509,1821,3425,1,0,10
1510,943,1822,0,0,5
1511,1823,2755,1,0,5
1512,1643,1824,0,0,8
1513,1181,1825,1,0,10
1514,1826,1936,1,0,9
1515,1828,3340,1,0,10
1516,1830,3294,0,0,11
1517,1831,2551,0,0,6
1518,1832,2276,0,1,9
1519,456,1833,0,0,10
1520,218,1836,0,0,10
1521,1837,2863,0,0,9
1522,1840,3120,0,0,7
1523,1841,2519,0,0,6
1524,1842,1976,0,0,6
1525,731,1843,1,0,8
1526,290,1844,0,0,11
1527,145,1845,0,0,7
1528,1846,2680,0,0,5
1529,1847,2338,0,0,7
1530,1202,1848,0,1,9
1531,1849,2572,1,1,9
1532,1850,3374,0,0,9
1533,1855,2618,0,1,3
1534,1856,2109,0,0,7
1535,1857,3689,0,0,10
1536,1858,3781,0,0,4
1537,1860,2982,0,0,8
1538,1861,2236,0,1,10
1539,1788,1862,0,0,6
1540,1864,1913,0,1,16
1541,1865,2006,0,0,8
1542,1866,1867,1,0,17
1543,1867,2174,0,0,9
1544,1868,2057,0,1,0
1545,663,1869,0,0,12
1546,1870,2251,0,0,8
1547,193,1871,1,0,8
1548,1873,2610,1,0,5
1549,1875,2620,1,1,5
1550,1876,2054,1,1,9
1551,1879,2157,0,0,12
1552,1880,3154,0,1,9
1553,1881,3478,0,0,10
1554,1882,2398,0,0,12
1555,779,1883,0,0,7
1556,1884,2359,1,0,11
1557,1885,3413,0,1,6
1558,1886,3018,0,0,10
1559,1887,3845,0,0,9
1560,562,1888,0,0,10
1561,1889,1998,0,0,9
1562,853,1890,0,0,17
1563,1892,3321,0,1,0
1564,1893,3748,0,0,7
1565,912,1894,0,0,10
1566,1895,2522,0,0,10
1567,1896,2453,0,0,10
1568,1897,2153,0,1,8
1569,1898,2972,0,0,9
1570,1899,2950,0,0,9
1571,5,1902,0,1,6
1572,1903,2729,1,0,9
1573,1904,3234,0,0,8
1574,1905,2959,0,0,12
1575,1653,1906,0,0,4
1576,764,1907,0,1,0
1577,664,1908,0,0,9
1578,1909,2183,0,0,9
1579,1899,1910,0,0,10
1580,1912,2607,1,1,9
1581,1771,1914,0,0,0
1582,1885,1918,0,1,10
1583,1920,2326,0,0,10
1584,1596,1921,0,0,12
1585,1923,2849,0,0,10
1586,1926,2351,1,0,6
1587,1928,3437,0,0,4
1588,1930,3549,1,1,7
1589,1932,3223,1,0,15
1590,1933,2529,1,0,6
1591,1934,2551,0,0,11
1592,1935,3731,0,0,10
1593,1937,3388,1,0,9
1594,1938,1951,0,1,6
1595,1939,2141,0,0,8
1596,1942,2694,0,0,14
1597,894,1943,0,0,15
1598,1944,3167,0,0,10
1599,1945,2504,0,0,7
1600,1946,2563,0,0,10
1601,1948,3147,1,0,5
1602,1949,3572,0,1,13
1603,1951,2972,1,0,9
1604,482,1952,0,0,12
1605,1953,3083,1,1,9
1606,1954,2711,1,1,3
1607,1955,2531,0,0,11
1608,1896,1956,0,1,5
1609,1957,2391,0,0,11
1610,1958,3086,0,0,13
1611,1959,3790,0,1,3
1612,1960,2379,0,0,1
1613,600,1962,0,0,10
1614,1963,2335,0,0,11
1615,1964,3237,1,0,11
1616,1965,2749,0,0,10
1617,1840,1966,0,0,9
1618,1967,2682,0,0,7
1619,1968,3170,0,0,8
1620,1324,1969,0,0,12
1621,1970,3085,1,1,8
1622,209,1971,0,0,0
1623,183,1972,0,0,8
1624,1973,3413,1,1,8
1625,1974,2096,0,0,14
1626,1975,2798,0,0,10
1627,1976,3495,0,0,4
1628,1977,2720,0,0,6
1629,1978,3523,0,0,9
1630,1979,3028,0,0,10
1631,1980,2191,0,0,9
1632,1981,3516,0,0,13
1633,1437,1982,0,0,13
1634,1983,3422,0,0,4
1635,1987,3362,1,0,10
1636,1988,2866,1,0,12
1637,438,1989,0,0,10
1638,1990,3314,0,0,9
1639,1991,2241,0,0,9
1640,1714,1992,0,0,17
1641,1993,3205,1,0,8
1642,1994,2563,0,0,10
1643,1995,3200,1,0,0
1644,1996,3330,1,0,10
1645,1997,3714,0,0,0
1646,1276,2000,0,0,12
1647,2001,3646,0,0,12
1648,2002,3547,0,0,9
1649,2003,3714,0,0,0
1650,2004,3375,1,0,8
1651,957,2005,0,0,7
1652,2006,3780,0,1,5
1653,2009,2811,0,0,9
1654,2010,3706,0,0,9
1655,737,2011,0,0,6
1656,903,2013,0,0,6
1657,893,2014,0,0,9
1658,2015,2116,0,0,9
1659,2016,3140,0,0,3
1660,2017,3833,0,0,2
1661,1693,2018,0,0,9
1662,2019,3105,0,0,12
1663,2020,3427,1,1,10
1664,2021,2429,1,0,9
1665,2022,3724,1,0,2
1666,2023,3109,1,0,2
1667,2024,2049,0,0,11
1668,2025,3618,0,0,6
1669,2026,2831,0,1,13
1670,2027,3092,1,0,8
1671,2028,2527,1,0,7
1672,2030,3161,1,0,10
1673,2031,2563,0,0,9
1674,2032,3548,0,1,5
1675,2033,2117,0,1,9
1676,579,2034,1,0,7
1677,2035,2972,1,0,8
1678,19,2036,0,1,6
1679,2037,2044,0,1,8
1680,2038,2677,1,0,14
1681,2039,3150,0,0,11
1682,233,2040,0,1,12
1683,2041,2961,1,0,9
1684,1575,2042,0,1,5
1685,2045,2331,1,1,9
1686,2046,3671,0,0,8
1687,1157,2047,0,1,12
1688,2048,2524,0,0,1
1689,2050,2936,0,1,5
1690,148,2051,1,1,14
1691,2053,2637,0,0,6
1692,2054,2851,0,0,6
1693,2055,3252,1,0,10
1694,2056,2300,0,1,12
1695,2057,2892,0,0,9
1696,565,2058,0,0,12
1697,2059,3111,1,0,6
1698,2060,2756,0,0,7
1699,2061,2831,0,1,8
1700,2062,3846,1,0,9
1701,1412,2064,1,0,8
1702,1741,2065,0,1,8
1703,1312,2067,0,0,7
1704,2068,3126,0,1,14
1705,2070,2688,0,0,9
1706,566,2071,0,0,7
1707,2072,2242,0,0,12
1708,1343,2073,0,0,10
1709,511,2074,1,0,13
1710,1781,2075,0,0,7
1711,2076,3478,0,0,11
1712,2077,3613,0,0,8
1713,1340,2078,0,1,9
1714,2079,3061,1,0,17
1715,2080,3291,0,1,8
1716,2081,2468,0,0,6
1717,2082,3187,1,0,7
1718,2083,2776,0,0,7
1719,461,2084,0,0,7
1720,1203,2085,1,0,10
1721,2087,2898,0,1,10
1722,2088,3100,0,0,7
1723,1964,2089,0,0,16
1724,2090,2431,0,0,6
1725,2091,2578,0,1,7
1726,2092,3071,0,0,14
1727,2093,2380,0,0,6
1728,2094,2107,0,0,8
1729,2095,2869,0,0,11
1730,2096,2773,1,1,12
1731,2097,2146,0,0,6
1732,2098,2477,1,0,6
1733,875,2099,0,0,12
1734,1145,2101,0,1,7
1735,1371,2102,1,0,8
1736,156,2103,1,1,7
1737,2041,2104,0,0,10
1738,302,2105,0,0,11
1739,113,2107,0,1,17
1740,2108,3122,1,1,4
1741,143,2110,1,0,8
1742,2113,3101,0,1,9
1743,2114,2848,1,1,12
1744,2118,3252,1,0,6
1745,2119,3559,0,0,9
1746,285,2120,0,0,8
1747,2121,2983,0,0,6
1748,999,2122,0,0,6
1749,355,2123,0,0,5
1750,44,2124,0,0,7
1751,2126,2587,0,0,7
1752,2127,3330,0,0,10
1753,2128,3518,0,0,6
1754,2129,3314,0,0,11
1755,128,2130,1,1,10
1756,2132,3303,0,1,9
1757,2133,3368,0,0,11
1758,2134,2760,0,0,4
1759,810,2135,1,1,5
1760,2136,3143,0,0,12
1761,1984,2137,0,0,8
1762,2138,3714,0,0,0
1763,1394,2139,0,0,4
1764,2140,3830,0,0,8
1765,1976,2141,0,0,9
1766,1062,2142,0,0,14
1767,2012,2143,0,0,8
1768,2144,2404,0,1,7
1769,1037,2145,0,0,10
1770,2146,2201,0,0,7
1771,2147,2201,0,0,6
1772,1641,2148,0,0,11
1773,865,2149,0,0,10
1774,2105,2151,0,1,9
1775,1595,2152,1,0,9
1776,2154,2688,0,0,9
1777,2155,3051,0,0,8
1778,1749,2156,0,0,10
1779,992,2158,0,0,10
1780,2159,3613,0,0,12
1781,2160,2481,1,0,11
1782,2161,3366,0,0,7
1783,2163,3705,1,0,8
1784,2164,3411,0,0,12
1785,2165,2232,1,0,10
1786,1759,2166,0,1,8
1787,2167,2339,0,0,9
1788,2168,3301,0,0,10
1789,1671,2169,0,0,7
1790,2089,2170,1,0,10
1791,2171,2305,0,1,5
1792,2172,3815,0,0,6
1793,2173,3653,0,0,10
1794,670,2175,0,1,7
1795,2176,3134,0,0,13
1796,2179,2560,0,1,12
1797,102,2180,1,0,10
1798,2181,2946,0,0,9
1799,2182,2876,0,0,10
1800,2184,2627,0,0,0
1801,2186,2694,0,0,6
1802,2188,3500,0,0,8
1803,2189,2321,0,0,9
1804,2190,3431,0,1,13
1805,2191,2802,0,0,10
1806,68,2192,0,0,9
1807,2193,2380,0,0,10
1808,1438,2194,0,1,5
1809,2196,3262,0,0,8
1810,2197,2387,0,0,8
1811,2198,3722,1,1,4
1812,2199,3715,0,0,7
1813,495,2200,0,1,12
1814,2202,3709,0,1,10
1815,1602,2203,0,0,9
1816,2204,2423,0,0,10
1817,379,2205,0,0,8
1818,2206,3292,0,0,11
1819,2051,2207,1,1,11
1820,2208,2468,0,0,3
1821,579,2209,0,0,11
1822,2210,3070,0,0,10
1823,2211,3303,0,0,9
1824,2214,2391,0,1,16
1825,2215,3128,1,0,8
1826,2216,3564,0,0,9
1827,2215,2217,0,1,15
1828,2218,3042,0,1,8
1829,2219,3615,0,0,7
1830,192,2221,1,0,15
1831,2222,2236,0,1,9
1832,2223,2360,0,0,11
1833,1132,2224,0,1,8
1834,1042,2225,0,1,10
1835,2226,2249,0,0,8
1836,1467,2227,0,0,8
1837,1343,2228,0,0,10
1838,2229,3016,1,1,11
1839,2181,2230,0,1,6
1840,219,2231,0,0,8
1841,2232,3117,1,0,6
1842,2233,2650,0,0,10
1843,594,2235,0,0,10
1844,1868,2237,0,1,0
1845,1693,2238,0,0,9
1846,68,2239,0,1,13
1847,2240,2300,1,1,13
1848,28,2241,0,0,5
1849,2243,3708,1,0,10
1850,2244,2288,0,0,10
1851,1115,2245,0,0,10
1852,1741,2246,0,1,9
1853,2046,2250,0,0,17
1854,2251,2541,0,0,7
1855,96,2252,1,0,7
1856,15,2253,1,0,6
1857,2255,3470,1,0,8
1858,2256,3188,0,0,6
1859,1977,2257,0,1,13
1860,2258,2551,0,0,6
1861,2259,3437,0,0,7
1862,231,2260,1,0,13
1863,2068,2261,0,0,14
1864,2263,3301,1,0,6
1865,2160,2264,1,0,9
1866,829,2265,0,0,12
1867,2266,3797,1,0,10
1868,2267,2776,0,1,7
1869,2268,3207,0,0,12
1870,1808,2269,0,0,5
1871,2270,2551,1,0,6
1872,2272,3280,0,1,7
1873,2273,2534,0,0,8
1874,2274,3268,0,0,14
1875,2275,2436,1,0,1
1876,684,2278,1,0,11
1877,891,2279,1,0,7
1878,2280,3431,0,1,10
1879,2281,2302,0,0,7
1880,2282,3576,0,0,9
1881,2284,2645,0,0,11
1882,2285,2778,0,1,15
1883,2286,3619,1,0,8
1884,1845,2288,0,0,7
1885,5,2290,0,0,3
1886,2291,2297,0,1,9
1887,1089,2293,1,0,11
1888,2294,2520,0,0,7
1889,2295,2448,1,0,12
1890,2296,3646,1,0,6
1891,2298,3841,0,1,8
1892,2299,2551,0,1,7
1893,2301,2315,0,1,9
1894,2303,2730,0,0,12
1895,2304,2631,0,0,11
1896,2306,2571,0,1,13
1897,2307,2934,0,0,0
1898,2308,2955,0,1,9
1899,282,2309,1,1,13
1900,2311,2915,0,0,6
1901,670,2312,0,0,11
